Battery_Temp_C,CPU_Temp_C,Ambient_Temp_C,CPU_Usage_Pct,GPU_Usage_Pct,RAM_Usage_GB,Storage_IO_MBps,Battery_Level_Pct,Charging_Voltage_mV,Charging_Current_mA,Is_Charging,Data_Throughput_Mbps,GPS_Active,Screen_Brightness_Pct,Refresh_Rate_Hz,Touch_Events_Per_Sec,Screen_On_Time_Mins,Background_Apps_Count,Overheating_Status
34.2,42.39,42.94,52.14,37.61,8.05,3.76,35.92,3751.97,2681.85,0,14.57,0,7,90,41.37,244.61,6,0
42.84,36.26,34.93,21.83,13.0,3.64,16.75,2.38,4476.18,1847.42,0,8.52,1,92,120,56.6,382.13,16,0
46.41,41.53,37.35,85.86,76.47,4.03,4.8,15.02,4122.55,3372.63,0,8.18,0,88,120,18.83,388.12,16,0
39.28,27.21,27.39,12.18,54.57,3.58,22.93,46.53,4179.05,3931.6,0,8.0,0,66,120,31.37,546.97,24,0
33.47,39.85,40.58,94.18,9.99,8.57,17.74,29.28,3801.65,801.47,1,2.94,0,40,60,56.62,594.16,32,0
40.22,36.67,28.72,22.58,20.86,3.73,7.53,31.11,3666.41,4111.37,1,2.62,0,98,120,2.31,159.36,38,0
43.05,48.36,32.02,13.43,74.28,8.99,5.12,3.19,4178.24,4363.41,1,4.92,0,77,120,11.64,480.88,24,0
37.67,47.07,19.0,78.05,97.38,10.79,35.75,45.56,4443.77,1001.81,0,18.41,1,39,60,59.8,11.72,6,0
32.91,29.97,39.36,68.92,1.33,6.63,56.97,35.96,4385.22,3956.41,0,10.79,0,30,90,26.66,443.21,34,0
34.62,39.76,18.81,86.91,98.4,1.6,17.07,43.36,3797.93,4559.02,0,1.63,0,43,90,41.7,229.43,31,0
43.84,42.81,27.76,16.12,81.53,5.66,7.72,65.42,3651.37,2756.83,1,36.85,1,59,120,56.02,226.34,32,0
37.12,28.58,27.48,39.76,96.15,7.05,35.77,69.81,3848.31,3835.35,1,16.74,0,99,120,43.56,469.58,36,0
32.02,37.09,34.28,31.9,6.19,7.52,3.9,41.92,3725.86,1308.97,0,6.79,0,46,60,17.22,78.23,19,0
41.43,30.94,20.27,83.67,73.21,4.6,46.72,69.54,4277.46,2674.22,1,28.56,1,39,90,18.5,470.85,30,0
35.68,30.92,31.97,75.22,99.4,10.81,6.59,12.84,4400.3,875.46,1,2.1,0,6,60,42.23,142.44,15,0
43.21,36.33,24.39,69.48,68.56,5.65,59.57,72.41,3912.11,1360.73,0,9.51,0,75,90,17.54,128.98,28,0
37.39,48.04,37.12,90.88,76.61,7.25,8.08,56.57,4004.15,2860.02,1,7.41,0,96,90,45.05,255.83,46,0
42.18,32.07,24.85,83.67,54.96,10.6,13.96,95.79,3885.1,4168.49,1,24.06,0,3,90,28.76,249.15,9,1
28.78,50.23,30.44,53.81,78.69,10.28,1.98,95.94,4185.08,3022.06,1,22.74,1,47,60,41.16,368.41,0,0
44.25,40.93,39.32,41.09,33.61,4.91,73.32,36.57,4037.19,3382.65,1,3.84,0,5,120,7.6,436.75,21,0
41.8,36.11,38.92,38.88,9.72,1.78,10.34,27.86,4343.34,1833.97,0,4.62,0,53,120,2.04,333.85,17,0
35.37,45.35,44.03,28.72,16.82,3.1,29.51,80.34,4311.86,1139.05,1,1.86,0,2,60,45.72,215.53,2,0
39.63,41.75,28.92,59.11,38.12,2.76,64.64,9.18,3741.7,4990.35,1,59.32,0,47,120,53.93,559.26,5,0
33.15,38.78,23.5,42.15,3.78,9.37,0.07,61.64,4241.16,1220.8,0,8.66,0,3,60,28.25,558.14,3,0
41.69,34.04,37.18,63.06,48.9,10.76,19.06,87.74,3609.31,3866.05,1,36.14,1,14,60,17.2,176.0,5,0
31.8,32.47,21.46,9.74,36.08,5.56,21.97,73.47,4119.34,1244.41,1,15.29,0,77,120,4.43,472.05,7,0
37.68,29.31,31.07,6.71,38.98,8.75,14.7,24.12,3672.95,1552.48,1,4.62,1,1,60,51.7,556.7,44,0
33.04,42.7,18.52,78.65,92.24,2.87,11.44,47.32,3920.81,4616.48,0,1.32,0,32,60,0.45,358.49,10,0
32.75,34.96,22.34,43.63,92.35,11.84,20.49,86.0,4462.45,3534.21,1,18.05,0,28,60,52.36,351.67,9,0
37.87,44.23,15.36,32.08,11.72,5.94,3.23,70.78,4182.1,3382.2,0,8.88,0,64,120,54.0,389.78,9,0
42.55,48.1,38.82,29.35,57.54,1.99,1.41,24.53,4203.38,2389.54,0,27.54,0,74,120,35.43,68.66,38,0
37.55,39.31,24.89,31.07,98.97,8.23,26.85,24.0,3654.43,1165.35,0,10.47,1,93,120,30.82,505.94,5,0
33.55,40.73,27.64,6.64,21.75,4.46,34.98,3.66,4137.89,4810.81,0,26.11,0,25,90,55.69,589.7,34,0
35.01,49.05,34.62,64.61,21.32,9.92,11.47,88.76,3770.09,3982.74,0,10.01,0,33,120,37.35,238.33,42,0
29.55,32.25,21.81,62.28,51.84,2.15,4.47,9.58,3697.06,3466.01,0,2.29,0,92,120,38.06,32.72,44,0
36.83,26.07,26.97,53.6,92.87,8.96,31.1,35.82,3581.72,1167.18,1,3.82,1,28,60,55.12,99.41,48,0
28.13,44.06,40.03,53.9,58.83,6.52,40.87,5.02,4112.05,4870.34,1,27.46,0,93,120,19.27,434.05,15,1
37.49,40.56,21.34,43.48,94.99,11.72,12.62,16.63,4298.21,4698.03,0,5.18,0,68,60,33.24,462.8,22,0
39.25,43.92,36.75,18.69,89.83,9.63,24.58,72.06,3938.01,1815.57,1,7.43,0,92,60,51.42,196.26,47,0
40.36,37.11,20.54,91.65,77.23,2.14,10.66,77.86,3805.68,2813.22,0,0.26,0,64,120,59.58,188.54,29,0
32.14,41.38,30.05,21.87,78.18,6.18,10.31,37.79,3557.61,719.28,0,10.39,0,54,60,6.18,142.7,9,0
39.36,40.67,25.61,57.66,17.61,6.42,80.31,24.99,3875.64,1510.76,0,1.59,0,10,90,46.76,313.69,40,0
38.94,20.66,25.67,49.16,99.43,3.45,6.37,36.72,4069.28,1171.81,0,1.67,0,97,90,15.96,34.31,10,0
35.92,39.4,29.07,69.82,32.12,7.76,4.23,54.6,4276.18,1711.38,1,2.72,0,68,90,26.31,38.65,41,0
37.62,37.69,33.69,89.9,59.81,7.69,21.55,93.26,3864.68,1649.08,0,12.76,0,13,60,54.51,266.65,5,0
30.2,33.71,31.29,96.74,33.92,6.65,3.4,2.8,4346.94,711.93,0,35.25,1,24,90,51.01,174.11,36,0
39.63,33.21,27.68,8.94,93.17,1.99,6.89,36.28,3619.99,4607.85,0,4.25,0,11,120,16.05,273.95,13,0
37.16,45.34,34.17,57.67,28.26,2.71,19.59,61.82,3988.54,892.61,1,7.92,0,78,60,50.74,447.19,0,0
42.02,47.67,20.41,30.93,2.66,10.91,29.86,67.05,4376.66,3132.96,0,3.56,0,15,120,35.3,140.38,49,0
36.36,34.62,30.78,18.4,40.18,6.53,10.89,50.8,3558.51,3041.86,1,5.41,0,2,60,39.22,104.17,25,0
24.29,49.56,15.66,65.84,34.37,5.59,75.07,12.06,3589.78,4925.99,1,10.56,0,33,60,35.96,135.41,12,1
33.39,57.34,38.56,73.34,4.18,11.43,1.52,68.96,3731.91,4523.49,0,7.18,0,70,60,10.15,451.32,29,0
39.02,43.38,40.96,47.3,11.33,6.55,19.27,6.44,3627.35,1453.79,0,5.37,1,88,90,17.71,85.81,39,1
28.05,44.93,43.48,65.52,49.47,7.7,0.66,56.69,3937.15,4304.24,0,14.78,0,95,60,2.26,392.71,35,1
29.02,47.25,23.44,17.91,60.78,10.38,0.66,48.34,3675.77,4416.36,1,30.06,0,85,90,17.18,406.36,49,0
38.77,50.31,35.42,93.73,92.36,2.3,3.04,37.02,3747.89,1867.05,0,45.68,0,50,60,33.16,226.95,36,0
32.7,44.25,36.13,25.98,0.04,2.04,9.24,77.63,4140.01,3330.98,0,13.96,0,39,90,53.77,489.46,46,0
31.1,46.42,22.96,89.85,30.23,6.39,45.76,11.83,3877.4,4116.33,0,5.83,0,40,90,0.33,104.2,15,0
27.78,43.99,38.86,97.88,25.83,10.88,1.63,67.59,3912.57,986.96,0,11.42,0,40,60,19.5,444.31,28,0
36.64,30.91,32.21,89.17,32.9,2.27,11.28,93.39,3515.58,1011.59,0,13.86,0,78,120,24.28,28.05,36,0
49.49,45.87,23.29,69.93,72.89,6.63,19.14,21.25,3579.0,1748.27,0,36.18,1,12,60,48.72,496.79,16,1
27.28,35.49,21.99,42.6,2.15,1.9,2.63,54.61,3518.92,3624.78,0,23.74,1,93,120,17.33,388.3,48,0
40.63,49.63,28.91,24.29,26.02,1.78,26.17,25.95,4310.03,1598.89,1,10.8,0,99,60,17.92,460.06,18,0
36.83,57.13,33.48,63.47,29.12,8.97,55.47,81.77,4068.72,4578.3,1,2.65,0,98,120,2.16,191.74,28,0
39.07,36.37,37.15,14.28,85.76,4.68,15.71,71.57,3602.95,2894.75,0,37.18,0,84,90,32.36,5.29,6,0
36.62,36.66,37.01,33.59,66.74,6.74,27.7,88.54,4009.79,1875.21,0,0.38,1,74,60,31.22,501.73,17,0
28.54,37.04,41.73,97.57,38.02,7.24,14.64,70.35,4272.34,4435.83,1,28.44,1,8,60,59.77,261.34,17,1
31.59,52.0,17.9,52.43,13.82,11.36,26.29,5.4,3512.13,3097.96,0,3.7,0,45,120,26.64,2.05,17,0
35.37,43.51,41.78,98.59,48.91,1.81,5.93,66.51,4089.66,1188.1,0,5.81,1,55,90,47.47,120.92,4,0
36.7,40.38,29.81,22.42,84.44,2.28,4.77,9.23,3970.09,1396.4,1,33.44,0,9,90,54.54,358.4,44,0
46.07,32.88,33.58,48.43,51.27,11.16,28.36,81.95,4110.95,769.14,0,9.82,1,30,90,41.97,69.3,5,0
45.38,40.87,31.86,89.0,78.24,10.2,13.21,28.09,4457.63,2891.21,1,7.24,0,5,60,16.08,271.39,2,0
36.51,42.38,29.68,66.07,57.31,5.53,3.6,46.01,3595.3,3316.21,1,25.02,1,0,90,47.98,534.85,18,0
36.01,38.42,43.28,85.02,1.61,11.88,25.22,74.72,4488.03,842.63,0,2.76,0,91,90,41.26,580.51,0,1
44.31,22.69,22.59,75.4,8.63,6.23,4.03,26.2,3660.95,4384.57,0,4.45,0,55,90,21.94,18.45,26,0
41.36,39.13,21.4,80.12,50.53,8.75,24.36,13.8,3972.34,3033.12,0,3.27,0,34,60,3.64,371.9,18,0
34.92,55.96,21.67,60.46,63.96,5.55,10.89,5.19,4061.97,2658.14,1,1.02,0,37,120,43.47,74.74,42,0
34.73,39.98,16.67,10.41,11.15,7.37,0.1,59.91,4298.29,1452.19,0,26.58,0,5,60,30.27,459.94,3,0
35.14,32.96,39.64,93.34,94.94,7.74,20.33,55.84,3657.65,1497.17,0,69.2,0,12,90,17.54,457.97,0,0
35.38,38.89,27.75,97.07,92.63,9.66,17.13,36.13,3662.83,2136.39,0,2.38,0,88,60,50.16,452.44,20,0
44.22,46.57,16.3,85.56,39.33,11.99,15.26,14.92,4392.53,4510.83,0,19.19,0,47,90,5.89,285.12,15,0
32.93,45.07,42.16,88.62,99.3,7.66,7.32,47.9,3843.39,2626.65,0,6.3,0,5,60,29.08,129.74,48,0
39.51,46.47,39.2,39.74,0.29,5.17,5.57,44.28,3643.4,504.9,0,1.49,0,86,90,32.08,98.72,11,0
41.47,39.72,30.13,84.14,97.38,8.18,0.87,8.62,3821.97,4641.28,1,70.27,0,11,120,24.79,530.88,1,1
37.78,51.01,30.58,25.69,2.94,5.55,4.98,74.72,4369.14,1561.02,0,34.89,0,92,120,50.09,79.3,23,0
37.47,35.47,33.73,89.95,38.76,8.41,6.34,69.95,4061.88,2627.27,1,26.69,0,4,60,7.04,179.16,43,0
30.74,29.48,17.23,27.35,85.26,1.21,1.68,28.47,3788.78,1732.57,0,21.41,0,73,90,15.94,70.04,10,0
37.15,51.54,15.78,67.77,31.91,3.63,0.49,58.97,4401.78,4885.59,0,2.06,1,100,120,42.23,29.23,6,0
34.21,58.09,28.25,60.79,31.08,10.16,4.64,90.47,4288.55,524.03,0,14.58,1,57,120,0.23,147.79,1,0
36.46,49.2,29.59,48.99,33.51,8.83,7.51,52.14,3640.01,1255.23,1,0.74,0,67,120,9.99,108.35,12,0
33.4,47.11,15.78,41.35,82.07,11.62,22.28,75.59,3886.21,2265.18,0,47.26,1,71,90,21.55,156.12,15,0
38.69,32.8,29.05,7.94,96.12,4.13,3.3,23.67,4199.66,3722.19,0,7.06,0,68,60,52.37,558.39,1,0
41.18,43.8,29.37,19.24,6.02,9.59,7.99,39.63,4086.52,1887.47,0,2.28,1,24,120,55.39,433.83,8,0
39.49,41.6,41.41,37.8,31.82,9.77,7.2,8.21,3818.02,1338.34,0,3.33,1,87,90,57.58,85.17,36,1
42.94,47.77,17.52,63.13,83.02,1.19,3.39,10.18,3950.63,1571.55,0,7.91,0,57,60,26.25,509.68,11,0
37.03,61.82,24.18,58.53,39.0,3.99,5.21,55.96,4371.01,1952.2,0,0.37,1,37,120,35.58,598.23,3,0
30.72,31.01,29.22,83.37,8.56,3.59,0.5,38.73,4321.0,4285.24,0,31.56,0,14,90,55.06,479.23,14,0
27.94,30.99,18.99,42.99,19.38,4.84,4.2,39.99,3800.15,3831.24,1,11.02,1,8,60,1.62,599.44,36,0
37.2,39.44,17.52,91.04,95.72,9.1,13.67,95.79,4390.53,3917.59,0,9.99,0,32,60,45.26,275.62,42,0
35.95,47.8,42.24,55.76,75.3,2.44,6.57,35.19,4115.64,4737.78,0,15.57,0,38,60,4.04,26.81,46,0
34.37,42.1,40.42,39.69,85.23,3.49,1.53,77.61,3908.76,3797.4,0,9.05,0,90,90,12.1,512.75,39,1
41.45,31.51,29.6,13.0,77.9,4.25,14.63,27.74,3527.47,2061.54,0,58.5,0,95,90,18.67,80.14,44,0
39.03,38.35,20.44,45.09,35.18,6.48,21.15,14.63,3689.79,4746.82,0,30.69,0,28,60,25.84,441.68,17,0
38.04,40.41,23.56,61.01,40.88,2.37,4.98,12.09,4358.75,3472.21,0,7.52,0,37,120,38.38,575.01,32,0
45.48,45.05,40.05,73.65,41.3,2.62,26.35,41.57,3834.26,1860.32,0,9.8,0,24,60,26.08,342.49,48,0
36.72,43.13,45.0,99.12,24.47,4.02,7.38,66.07,4210.16,900.53,0,16.31,0,20,60,15.64,220.42,15,0
37.79,37.1,15.23,79.41,45.82,2.61,6.37,72.98,4037.85,3781.23,1,5.48,0,8,90,9.84,369.1,26,0
34.15,46.63,39.64,88.32,27.18,2.28,40.81,66.34,3914.92,2062.29,0,33.17,0,12,60,23.53,221.82,25,0
42.42,36.58,31.87,60.48,54.58,11.33,28.87,96.42,3559.94,3416.6,0,11.7,0,91,120,9.73,70.85,14,0
27.87,32.48,39.08,40.59,28.56,10.46,3.72,13.78,4241.73,1645.75,0,3.54,1,80,60,10.03,354.39,41,0
35.41,37.17,31.87,85.12,76.38,1.3,29.24,77.53,4128.94,4691.22,0,3.4,1,42,90,33.01,313.35,47,0
30.31,33.2,29.09,48.57,79.34,5.32,16.01,78.91,4470.18,2558.93,0,2.89,0,12,60,59.86,135.35,15,0
38.12,49.38,19.27,91.94,90.53,9.43,12.11,32.11,4339.85,2641.8,0,14.74,1,92,90,0.97,585.96,32,0
42.65,45.34,24.03,40.9,76.12,3.04,10.62,93.58,3611.39,1280.83,1,0.99,0,79,60,14.23,251.05,13,0
35.39,40.95,36.19,39.4,26.86,9.86,9.53,75.98,3948.0,615.68,0,38.29,0,99,120,21.98,302.46,36,0
39.93,51.67,27.35,61.51,3.48,10.45,4.86,85.96,3776.9,4194.13,0,1.71,0,90,60,48.77,155.36,9,0
33.1,39.92,32.67,98.28,65.0,8.56,25.35,5.68,4007.72,1191.0,0,1.86,0,6,60,23.03,528.52,16,0
42.79,35.25,38.34,60.33,16.22,10.2,2.99,38.77,4449.53,3006.98,0,56.44,0,66,90,51.89,408.71,39,0
40.57,45.66,27.53,91.63,69.61,8.34,54.34,95.76,3755.79,3843.85,1,0.95,0,35,90,18.61,590.73,24,0
42.15,47.33,28.34,82.23,10.46,7.27,1.15,93.44,4212.81,1744.99,0,4.27,0,51,120,52.58,466.87,2,0
36.57,53.92,25.8,79.61,28.79,9.9,22.26,59.9,3939.77,3183.59,0,29.69,0,30,90,9.25,112.78,35,0
28.22,52.97,18.68,83.28,68.38,7.94,8.91,37.03,3891.06,2684.52,0,0.09,0,67,60,58.61,266.28,36,0
26.07,45.59,27.79,96.87,99.99,8.75,23.65,22.6,3869.13,4071.33,0,16.79,0,45,90,17.62,29.23,30,0
34.37,39.03,18.11,92.3,76.38,9.08,5.79,83.4,3581.51,910.59,0,0.94,0,65,90,27.06,555.29,12,0
28.31,37.16,43.2,96.96,93.75,6.28,5.82,16.58,4247.3,4329.44,0,5.88,0,50,60,27.1,179.5,23,0
35.75,32.93,26.53,64.28,4.14,6.1,9.44,72.8,3957.05,3524.15,0,3.4,0,55,90,58.53,281.28,5,0
30.54,37.21,20.25,23.95,58.31,8.37,16.65,53.15,4016.44,3451.01,1,35.41,0,91,120,27.38,70.46,20,0
34.37,42.49,21.32,29.76,66.64,6.12,20.8,27.68,3725.33,672.18,0,49.97,0,69,90,48.26,85.0,24,0
30.62,38.45,16.72,41.53,77.47,8.82,43.78,89.5,4272.84,3220.99,1,2.16,0,78,60,36.48,320.23,21,0
30.46,39.7,17.89,87.13,40.9,8.31,25.38,4.18,4402.68,2155.29,0,2.42,0,54,60,7.01,358.93,39,0
29.62,49.33,26.31,27.42,61.01,11.7,3.9,4.56,3996.73,1960.88,0,15.11,1,4,90,34.89,313.62,33,0
29.51,43.2,43.2,87.88,5.08,5.79,25.89,64.36,4357.9,626.55,0,6.38,1,35,60,54.18,176.33,28,0
42.69,44.0,43.02,13.41,56.82,3.04,2.45,32.25,4096.36,2217.41,0,0.92,0,69,90,23.01,117.89,35,0
26.1,38.46,32.4,37.54,73.89,9.87,20.69,61.04,3865.61,3575.36,0,34.28,0,45,90,10.13,163.58,34,0
32.09,56.87,26.53,6.45,16.23,4.49,33.4,57.59,3593.15,1510.08,0,3.94,0,55,90,54.34,128.61,30,0
38.88,55.31,27.51,29.9,34.99,3.62,41.36,72.85,4098.69,1818.85,1,9.43,0,16,120,51.88,184.63,47,0
31.13,30.37,30.6,19.15,28.77,9.97,7.68,47.59,3668.1,4660.23,0,18.2,0,67,90,47.28,520.31,8,0
38.15,46.14,21.83,12.03,33.27,11.47,3.82,80.04,3507.12,4152.63,0,8.34,1,18,120,50.6,43.18,44,0
27.89,31.92,15.29,88.26,9.42,3.74,42.97,12.72,4230.51,1625.03,0,2.42,1,34,60,46.26,272.37,6,0
36.78,35.28,17.08,22.89,85.9,3.62,38.94,56.44,3909.74,3854.06,0,14.25,0,32,90,13.28,443.9,30,0
33.54,34.82,35.68,94.08,5.93,4.42,1.35,63.45,4070.5,4743.87,1,5.64,0,42,90,24.72,548.22,14,1
34.24,40.05,21.44,38.4,34.83,10.68,26.29,29.8,3588.02,1246.77,0,3.41,1,56,60,51.95,463.16,37,0
30.74,42.63,26.47,57.4,55.82,11.31,37.33,48.35,3986.78,2920.26,1,7.97,0,36,120,27.61,493.74,29,0
28.78,52.17,23.14,13.37,68.43,9.76,15.92,87.87,3591.3,2987.64,0,11.46,0,21,120,51.06,234.52,7,0
45.1,21.57,38.16,29.2,4.51,10.3,0.86,50.41,4325.46,2549.8,0,36.37,0,34,90,28.61,216.75,40,0
37.49,50.55,42.95,22.76,49.6,1.61,5.99,99.7,4190.24,1132.52,1,34.03,0,73,90,8.57,267.87,24,0
39.72,57.02,29.03,76.91,57.27,7.91,19.73,57.18,4158.72,2278.95,0,22.45,0,79,90,35.1,353.42,18,0
43.69,38.4,16.04,82.57,16.75,6.8,0.05,34.84,4473.26,2999.91,0,89.43,0,66,120,8.59,449.69,11,0
25.42,42.28,27.83,96.68,33.98,11.51,52.05,20.32,3884.18,3473.14,0,28.07,0,1,90,11.17,81.74,46,0
51.01,44.56,22.5,28.2,67.64,6.71,10.2,61.59,3809.06,4726.29,1,5.02,0,59,90,27.21,327.74,23,1
35.37,45.13,23.86,5.56,41.89,2.57,30.33,83.19,4188.84,4776.25,0,14.93,0,3,90,17.56,256.54,40,0
38.84,39.03,15.96,55.21,49.02,10.15,80.33,38.33,4084.12,2825.75,0,11.34,1,54,60,8.12,266.8,6,0
38.44,42.68,25.25,59.03,93.27,3.92,50.12,95.78,4355.49,4429.43,1,2.95,1,40,90,2.0,203.9,5,0
39.44,46.46,23.95,91.74,81.26,11.52,6.31,9.99,4018.18,740.13,0,18.29,0,76,60,56.06,284.46,45,0
38.8,48.57,34.41,29.05,91.01,8.22,3.63,92.57,4094.0,2373.92,0,10.91,0,68,90,20.99,259.69,10,0
36.54,46.71,16.91,8.61,48.32,1.86,42.77,7.03,3627.91,3308.5,0,15.66,0,36,90,15.31,328.06,48,0
42.35,43.08,29.35,67.8,7.08,3.91,11.5,42.53,3977.8,2405.13,0,19.54,0,19,120,13.85,392.87,7,0
42.52,30.5,42.85,55.97,83.73,2.22,8.04,87.02,4342.08,1390.29,1,6.01,0,22,90,2.12,80.59,28,0
42.33,49.31,44.88,89.76,37.43,4.02,2.41,94.07,3833.3,1794.29,1,6.77,0,66,60,37.88,304.04,46,0
39.73,44.58,28.29,61.39,94.57,4.8,0.66,50.53,3885.58,2131.63,0,15.79,0,50,120,52.66,492.65,10,0
37.84,30.96,15.95,78.59,32.54,11.42,26.24,22.58,3744.66,1490.5,0,9.11,0,41,90,45.44,129.35,44,0
31.44,46.32,34.59,38.92,13.12,2.37,14.61,9.74,4449.44,4728.12,0,6.26,0,94,90,57.87,246.04,4,0
17.99,37.93,34.45,60.67,20.88,1.16,2.07,10.33,3506.93,4289.12,0,2.8,0,26,60,39.34,284.0,33,0
44.09,56.3,39.88,73.25,65.19,2.11,12.14,67.2,3946.67,1786.53,0,5.56,0,83,120,25.32,243.71,15,0
32.47,44.66,20.28,92.58,46.86,4.15,5.33,27.07,4409.02,3336.07,0,4.54,1,80,90,36.49,192.83,0,0
37.71,51.21,41.17,47.35,69.24,2.65,7.19,75.0,3682.98,3215.01,0,12.23,1,27,60,6.95,246.72,11,0
35.07,59.39,30.71,87.63,69.96,11.81,28.05,88.04,4430.04,1998.52,1,12.28,0,86,60,2.35,367.71,14,0
39.82,43.47,40.88,81.61,86.74,2.64,2.76,85.31,4222.58,2392.58,0,58.36,0,33,120,59.78,500.6,13,0
31.57,34.57,35.37,95.0,75.64,11.09,0.49,39.53,4246.86,4356.2,1,4.19,1,95,60,27.19,577.84,13,1
34.89,54.29,41.49,78.52,31.28,8.73,31.42,72.57,4467.04,3271.64,0,38.35,0,17,90,15.09,342.85,8,0
33.66,30.47,40.94,49.12,25.25,9.79,5.43,14.97,3702.4,1116.72,0,8.11,0,16,90,46.45,551.47,22,0
36.65,37.85,30.4,88.91,52.02,11.6,34.43,49.96,4089.93,4130.05,0,11.71,0,48,60,30.44,482.07,15,0
38.91,53.18,37.69,26.85,73.52,4.65,25.45,88.57,4119.53,4054.83,0,22.25,1,88,120,57.28,322.69,4,0
32.51,41.9,37.94,40.14,67.57,10.45,42.76,93.49,3789.39,815.82,0,11.47,0,22,90,42.84,298.91,38,0
42.27,35.71,35.27,42.51,82.45,5.29,2.81,20.79,3568.65,1894.99,0,0.75,1,94,90,44.49,518.38,7,0
37.19,51.87,16.44,7.0,67.37,2.74,61.63,87.21,4186.91,4837.57,0,32.88,0,45,90,2.62,231.2,18,0
35.77,41.51,43.72,53.37,7.29,5.16,6.26,13.1,3979.44,1567.14,0,7.52,0,67,120,44.13,152.83,42,0
45.41,37.23,43.79,16.62,2.82,8.62,19.54,31.04,4464.54,3411.09,1,5.1,0,39,90,50.28,201.94,20,0
32.37,23.82,36.66,95.33,2.65,5.11,27.71,49.45,4006.1,2700.25,0,2.0,0,71,90,44.41,78.19,28,0
32.95,48.88,31.89,12.65,82.93,11.77,18.2,59.66,3582.35,2513.97,0,0.74,0,22,120,44.53,580.95,7,0
32.89,51.45,38.05,52.7,24.32,7.17,15.56,70.72,4186.88,4480.44,0,96.67,0,95,120,49.49,314.21,45,0
36.32,41.9,44.46,48.28,49.16,4.53,64.41,68.33,4255.54,625.97,0,3.84,0,52,120,56.93,349.67,14,0
28.84,29.33,41.92,61.13,72.47,7.78,6.59,5.43,3550.78,1751.22,1,14.03,0,18,90,9.36,320.17,20,0
37.48,52.64,29.11,56.11,20.13,6.99,3.1,97.64,4202.99,1095.97,0,7.81,0,58,60,52.33,27.47,48,0
41.7,40.0,17.54,98.99,82.59,10.78,2.73,45.63,3962.3,3656.27,0,24.86,1,54,60,30.67,58.78,34,0
43.46,32.31,22.7,75.17,14.3,5.97,1.72,84.44,3960.72,1813.68,0,1.51,1,86,90,7.2,244.04,19,0
28.56,51.27,16.66,13.53,91.51,7.21,55.0,49.35,4354.1,1213.97,0,3.27,0,68,90,8.87,277.7,39,0
43.46,33.67,23.23,21.11,33.46,7.04,2.99,11.13,3541.12,3933.09,0,34.32,1,96,90,45.31,372.48,23,0
37.22,41.7,44.93,77.05,23.86,6.22,11.23,3.31,4222.18,2811.17,1,1.09,0,18,60,3.26,429.11,1,0
40.15,42.92,25.55,65.57,35.94,2.75,40.7,97.9,3795.72,1249.28,1,22.08,0,34,90,1.73,55.39,2,0
39.67,41.23,38.2,87.88,66.35,3.17,19.44,36.33,3592.62,1673.94,1,9.13,0,37,120,18.53,385.97,33,0
39.9,45.54,18.63,57.96,26.23,7.55,5.03,14.75,3938.14,4037.33,1,8.17,0,15,90,8.47,60.57,45,0
36.77,45.45,15.54,74.16,93.05,7.32,11.65,92.8,4179.15,1174.72,0,2.64,0,37,90,28.29,225.0,7,0
40.86,37.7,36.06,15.27,17.94,10.07,19.76,5.63,3750.14,4646.36,0,20.49,0,27,90,10.37,510.3,42,0
35.58,42.45,29.56,92.57,12.04,11.7,5.59,65.78,4009.44,2379.24,0,10.92,1,11,120,23.36,20.82,15,0
34.83,49.33,33.69,46.57,60.14,4.48,10.16,96.17,3662.66,1104.16,1,3.32,0,65,90,29.45,16.03,13,0
33.8,34.0,42.94,38.29,58.47,6.49,3.05,72.23,3772.26,2557.11,0,30.49,0,51,120,56.71,536.25,3,0
36.21,50.29,18.39,52.23,81.51,9.63,17.05,74.13,3985.65,781.59,1,21.73,0,25,60,51.1,219.88,28,0
34.91,37.49,25.52,46.97,17.91,8.34,1.29,24.59,3589.32,2683.0,1,31.04,0,34,60,59.28,84.52,6,0
36.89,37.97,15.02,42.04,31.88,11.56,6.69,41.6,4176.23,3661.57,1,34.85,0,42,90,35.04,467.06,36,0
46.37,41.46,30.61,45.17,45.71,2.7,19.42,62.81,3801.68,4023.66,0,4.41,0,92,120,6.08,2.94,2,0
39.15,39.86,27.42,73.95,63.87,7.7,3.79,63.51,3573.49,3443.32,0,44.23,1,73,120,21.67,87.54,40,0
47.17,45.92,27.14,98.58,10.22,1.24,5.82,56.28,3621.98,3319.84,1,8.64,0,4,120,19.99,425.63,16,0
37.64,35.38,20.23,47.77,77.61,6.44,24.05,17.81,3559.23,4584.87,0,7.95,0,20,120,20.26,382.08,39,0
35.05,30.79,35.14,29.53,67.16,1.07,80.59,50.51,4239.38,4627.46,1,16.74,0,94,60,6.91,189.73,18,0
37.23,41.39,40.12,34.36,2.9,4.27,45.56,12.89,3999.42,4673.29,1,3.23,0,89,120,57.75,95.05,12,1
33.25,33.1,18.74,55.6,28.55,4.72,10.31,63.06,4235.55,4915.14,0,1.2,0,97,90,33.78,16.46,9,0
34.81,30.04,23.51,35.54,81.35,1.26,41.25,57.8,3570.97,1833.88,0,21.13,0,11,60,17.43,269.35,9,0
38.91,50.47,40.36,69.57,27.27,7.51,3.5,20.37,3932.73,2427.68,0,32.47,0,78,120,4.15,296.21,26,0
